user_id,frag_id,rating
12534,26120354,3
12649,26120354,3
13382010,26120354,2
12700,26120354,3
46073,26120354,2
13382683,26120354,3
26195006,26120354,2
46153,26120354,2
13391,26120354,3
13528,26120354,3
46872,26120354,1
13383517,26120354,3
26195839,26120354,3
47103,26120354,3
13383920,26120354,3
26163601,26120354,3
46228,26120354,3
13384738,26120354,1
15685,26120354,2
13385212,26120354,3
13450774,26120354,2
13385426,26120354,3
13385509,26120354,3
13386251,26120354,1
17302,26120354,1
13386850,26120354,2
17649,26120354,2
26199691,26120354,3
13387991,26120354,3
26233135,26120354,2
19036,26120354,1
19503,26120354,3
13389016,26120354,3
19952,26120354,3
13389403,26120354,3
26136386,26120354,1
13390312,26120354,3
21479,26120354,3
26137576,26120354,1
21525,26120354,1
54433,26120354,2
3639,26120354,3
22018,26120354,3
26171084,26120354,3
22259,26120354,1
22695,26120354,3
22799,26120354,2
22807,26120354,2
22961,26120354,3
23027,26120354,3
23253,26120354,2
26139411,26120354,2
23639,26120354,2
24142,26120354,1
24364,26120354,3
24386,26120354,3
24849,26120354,3
25017,26120354,3
25172,26120354,2
25349,26120354,2
33582,26120354,3
25902,26120354,1
37085,26120354,3
27435,26120354,3
27739,26120354,2
13397113,26120354,2
26144053,26120354,3
13397392,26120354,2
26144337,26120354,2
28807,26120354,3
28976,26120354,3
29042,26120354,3
29188,26120354,3
29274,26120354,1
26145468,26120354,3
29874,26120354,3
29881,26120354,1
29917,26120354,2
29963,26120354,1
30052,26120354,3
26178992,26120354,3
30707,26120354,3
13400615,26120354,1
31754,26120354,3
31997,26120354,2
32283,26120354,3
32590,26120354,3
32716,26120354,3
13,26120357,1
912,26120357,3
1049,26120357,3
34481,26120357,1
3408,26120357,1
3455,26120357,3
13377232,26120357,3
42856,26120357,3
11291,26120357,3
44327,26120357,2
45660,26120357,2
47055,26120357,1
50321,26120357,3
17649,26120357,2
19503,26120357,3
19943,26120357,3
28472,26120357,2
29963,26120357,3
26178992,26120357,1
31997,26120357,2
32403,26120357,3
878,26120356,3
26215903,26120356,2
34397,26120356,3
2388,26120356,3
2537,26120356,2
3437,26120356,2
37114,26120356,2
26120885,26120356,3
38961,26120356,3
6543,26120356,2
39711,26120356,3
26189555,26120356,3
8949,26120356,3
26190936,26120356,3
42856,26120356,3
43426,26120356,2
13381364,26120356,2
26221975,26120356,3
13382239,26120356,3
13382683,26120356,3
26195006,26120356,3
50321,26120356,2
17637,26120356,3
17649,26120356,1
19374,26120356,1
19503,26120356,3
26169106,26120356,3
21961,26120356,2
25620,26120356,3
26120574,26120356,3
29963,26120356,3
30313,26120356,2
31521,26120356,3
26120885,26142884,3
39711,26142884,3
26205051,26142884,1
52918,26142884,3
26206319,26142884,3
26145468,26142884,3
30445,26142884,3
13381457,26142887,3
26129618,26142887,3
30445,26142887,2
13401369,26142887,2
26120885,26142881,3
13381457,26142881,3
26129618,26142881,3
26120885,26142880,1
13381457,26142880,3
26129618,26142880,3
26228382,26142880,3
26120885,26142882,3
39711,26142882,3
26129618,26142882,3
30445,26142882,2
465,26122513,3
950,26122513,3
1107,26122513,3
1203,26122513,1
34013,26122513,1
1364,26122513,3
1563,26122513,1
1658,26122513,2
1690,26122513,1
2104,26122513,1
2258,26122513,1
2261,26122513,2
2311,26122513,2
35106,26122513,3
2379,26122513,1
2570,26122513,2
2864,26122513,3
3278,26122513,1
3312,26122513,2
3437,26122513,1
3996,26122513,3
4113,26122513,1
4717,26122513,3
4823,26122513,2
5057,26122513,3
5221,26122513,3
5988,26122513,3
38961,26122513,1
8763,26122513,3
8949,26122513,2
41893,26122513,2
9476,26122513,2
11763,26122513,3
13381457,26122513,2
13012,26122513,1
17649,26122513,3
20358,26122513,2
21479,26122513,3
13390949,26122513,3
23027,26122513,2
27746,26122513,1
29963,26122513,2
13399480,26122513,1
26147855,26122513,1
1361,26130340,3
39711,26130340,2
52918,26130340,3
6715,26126976,3
40384,26126976,3
9874,26126976,3
13047,26126976,3
31680,26126976,2
3662,26126975,1
5023,26126975,3
6715,26126975,3
13750,26126975,1
26137576,26126975,2
32716,26126975,3
5596,26126974,2
6578,26126974,3
13233,26126974,3
21851,26126974,3
34055,26126972,2
1658,26126972,2
2965,26126972,3
36561,26126972,3
4850,26126972,3
37620,26126972,2
5023,26126972,3
9294,26126972,3
26159792,26126972,3
13381457,26126972,2
37507,26126972,2
12390,26126972,3
13265,26126972,3
13382855,26126972,2
15578,26126972,1
16178,26126972,3
17649,26126972,3
13389526,26126972,1
54963,26126972,2
24879,26126972,1
27720,26126972,3
28472,26126972,1
26210582,26126972,2
5596,26126979,2
26188530,26126979,3
40533,26126979,3
8974,26126979,3
10494,26126979,3
24170,26126979,3
2130,26126978,3
5023,26126978,1
6671,26126978,3
44157,26132854,3
17302,26132854,3
13389016,26132854,2
26209649,26132854,3
26187181,26132856,3
26123593,26132856,2
13399957,26132856,3
788,26132853,3
13391509,26132853,1
4034,26132853,3
37129,26132853,3
26186262,26132853,2
13380334,26132853,3
13381457,26132853,2
13233,26132853,2
54490,26132853,3
28472,26132853,3
544,26125239,2
782,26125239,2
1161,26125239,2
2965,26125239,3
6142,26125239,3
37620,26125239,3
39444,26125239,3
43682,26125239,2
13381457,26125239,3
15390,26125239,3
20800,26125239,2
23919,26125239,2
9649,26125239,3
2749,26124719,3
5120,26124719,3
6480,26124719,3
39711,26124719,2
8963,26124719,2
9372,26124719,2
44009,26124719,2
23690,26124719,2
27746,26124719,3
13377761,26142086,3
13384738,26142086,3
28472,26142086,3
1658,26124718,3
13442505,26124718,2
9372,26124718,1
26701,26124718,2
36407,26120359,1
13377692,26120359,3
13381457,26120359,2
24273,26120359,3
26209649,26120359,3
13391509,26143259,2
26190742,26143259,3
44009,26143259,3
13381457,26143259,3
26145468,26143259,3
39711,26125957,2
13377601,26125957,3
51940,26125957,3
2749,26133228,3
36468,26133228,3
4545,26133228,3
39711,26133228,3
26190742,26133228,3
44009,26133228,2
13380671,26133228,3
46305,26133228,3
26200865,26133228,3
52918,26133228,3
13391500,26133228,3
26207164,26133228,3
26209453,26133228,3
13400615,26133228,3
13400733,26133228,1
13381457,26155280,2
26195006,26155280,3
13391242,26155280,3
693,26124717,3
1658,26124717,3
2127,26124717,3
2351,26124717,3
3023,26124717,2
3818,26124717,3
5746,26124717,3
5771,26124717,2
5793,26124717,2
13377232,26124717,3
9372,26124717,3
13528,26124717,2
17649,26124717,1
13388433,26124717,2
52918,26124717,2
31070,26124717,2
3019,26121842,3
10390,26121842,2
19943,26121842,3
13377002,26138111,3
13386408,26138111,3
13389077,26138111,3
13400615,26138111,2
26187961,26139753,3
26223564,26139753,1
49132,26139753,3
13388133,26139753,1
30,26121338,3
146,26121338,2
13402776,26121338,1
33658,26121338,3
987,26121338,3
1068,26121338,3
1658,26121338,3
1993,26121338,3
2232,26121338,3
2537,26121338,3
3180,26121338,3
3628,26121338,3
3818,26121338,2
3996,26121338,2
4261,26121338,3
4277,26121338,3
4294,26121338,3
4793,26121338,3
5865,26121338,2
39189,26121338,3
8914,26121338,1
42856,26121338,3
26191736,26121338,3
12700,26121338,1
13382201,26121338,3
49132,26121338,3
17649,26121338,2
51444,26121338,1
20232,26121338,3
25017,26121338,3
26207164,26121338,2
26701,26121338,3
26771,26121338,3
28854,26121338,1
6433,26121338,3
37676,26121338,3
26178992,26121338,3
31997,26121338,3
1658,26121339,3
1676,26121339,2
2258,26121339,3
36033,26121339,1
3386,26121339,3
3408,26121339,3
37826,26121339,1
5235,26121339,3
5380,26121339,1
5793,26121339,2
6392,26121339,2
39711,26121339,2
7264,26121339,1
9372,26121339,3
9476,26121339,1
42609,26121339,2
11120,26121339,2
13381457,26121339,3
13038,26121339,2
13233,26121339,1
47561,26121339,2
13384738,26121339,2
13386408,26121339,2
17649,26121339,2
13378134,26121339,1
20800,26121339,2
13390312,26121339,2
13390314,26121339,3
26137576,26121339,2
13391242,26121339,1
23253,26121339,1
26206529,26121339,3
27746,26121339,2
13371698,26121339,3
29989,26121339,3
26146679,26121339,1
1638,26133458,3
5793,26133458,3
9372,26133458,2
26199517,26133458,2
52918,26133458,3
26209649,26133458,3
13399957,26133458,2
13400615,26133458,3
259,26121334,3
695,26121334,2
33493,26121334,3
981,26121334,3
1101,26121334,3
1154,26121334,3
1173,26121334,3
13403547,26121334,2
1563,26121334,3
1658,26121334,3
34457,26121334,3
1961,26121334,3
1978,26121334,3
2232,26121334,3
13371587,26121334,2
2311,26121334,3
2387,26121334,3
2537,26121334,3
2550,26121334,3
2725,26121334,2
35703,26121334,3
2976,26121334,3
3023,26121334,3
3278,26121334,3
3408,26121334,1
3437,26121334,3
3680,26121334,3
3710,26121334,1
3738,26121334,3
3775,26121334,2
3818,26121334,2
3981,26121334,3
4063,26121334,3
4082,26121334,3
26120237,26121334,3
4293,26121334,3
4637,26121334,3
4660,26121334,3
4793,26121334,2
4867,26121334,2
4927,26121334,3
5023,26121334,2
5053,26121334,3
5171,26121334,3
5645,26121334,2
38824,26121334,3
6071,26121334,3
6114,26121334,1
6543,26121334,3
6614,26121334,3
13375978,26121334,3
26188271,26121334,3
6953,26121334,2
7248,26121334,3
7314,26121334,2
7534,26121334,2
13377002,26121334,3
13443175,26121334,3
8949,26121334,3
41839,26121334,3
42856,26121334,3
10518,26121334,3
12475,26121334,1
13382683,26121334,3
26195006,26121334,3
13483,26121334,1
13528,26121334,3
47588,26121334,2
14874,26121334,3
15578,26121334,3
13386400,26121334,2
26133156,26121334,3
17649,26121334,3
52463,26121334,3
19883,26121334,3
19943,26121334,3
20940,26121334,1
13390312,26121334,3
21261,26121334,2
26137576,26121334,3
21525,26121334,3
13390949,26121334,3
22210,26121334,3
22259,26121334,1
22305,26121334,3
22974,26121334,2
23253,26121334,2
23299,26121334,3
26204941,26121334,2
13392731,26121334,3
23900,26121334,2
24849,26121334,3
24920,26121334,1
28236,26121334,3
29042,26121334,2
26145468,26121334,2
26178992,26121334,3
13400615,26121334,2
32061,26121334,1
547,26121335,3
33493,26121335,3
1154,26121335,3
1173,26121335,2
34389,26121335,3
1658,26121335,1
2145,26121335,1
2382,26121335,3
2388,26121335,1
3204,26121335,2
3285,26121335,1
36169,26121335,3
3485,26121335,2
3611,26121335,1
3676,26121335,1
3743,26121335,3
3996,26121335,1
4529,26121335,3
5204,26121335,1
5833,26121335,2
6543,26121335,3
39711,26121335,1
7248,26121335,3
8763,26121335,1
8949,26121335,3
13378623,26121335,3
12061,26121335,3
12933,26121335,1
13528,26121335,3
13384029,26121335,2
17930,26121335,3
52463,26121335,1
26168592,26121335,2
21525,26121335,3
22305,26121335,1
24783,26121335,1
25306,26121335,3
25620,26121335,3
27435,26121335,3
29456,26121335,1
26178992,26121335,2
32590,26121335,3
33658,26121336,3
950,26121336,3
13371378,26121336,3
38968,26121336,2
8329,26121336,2
46690,26121336,1
17649,26121336,3
21150,26121336,3
26145468,26121336,2
1361,26121337,1
1563,26121337,3
2537,26121337,3
35341,26121337,3
26120138,26121337,3
5628,26121337,3
9372,26121337,3
2200,26121337,3
19943,26121337,1
29963,26121337,3
1361,26133452,2
9372,26133452,3
52918,26133452,2
10152,26133453,2
13384738,26133453,1
13386042,26133453,3
26210582,26133453,3
2707,26133450,3
10152,26133450,1
11243,26133450,3
1154,26121333,3
1423,26121333,3
34290,26121333,3
2018,26121333,1
2145,26121333,1
2388,26121333,2
35899,26121333,1
36169,26121333,3
3611,26121333,1
3675,26121333,2
5899,26121333,1
7248,26121333,3
8412,26121333,1
8949,26121333,2
9476,26121333,2
10818,26121333,1
11347,26121333,2
13449860,26121333,3
17649,26121333,1
26168592,26121333,3
22305,26121333,3
24364,26121333,2
25349,26121333,1
26775,26121333,3
26178992,26121333,3
13400615,26121333,2
30468,26125488,3
21961,26125488,3
26621,26125488,3
13375978,26129109,3
39711,26129109,2
9476,26129109,1
13386408,26129109,3
20122,26129109,3
20134,26129109,3
52918,26129109,2
20800,26129109,2
24638,26129109,3
30338,26129109,3
13400615,26129109,1
13402172,26129108,3
26183122,26129108,3
1658,26129108,2
3818,26129108,1
4825,26129108,1
5211,26129108,3
38176,26129108,3
5596,26129108,3
5771,26129108,2
38713,26129108,1
39711,26129108,2
39862,26129108,1
40297,26129108,3
13377002,26129108,2
40463,26129108,1
13378485,26129108,2
9372,26129108,2
9824,26129108,3
13379258,26129108,3
11243,26129108,3
12336,26129108,2
12700,26129108,2
13263,26129108,1
13382909,26129108,3
46906,26129108,3
14423,26129108,3
13383821,26129108,3
13385426,26129108,2
17649,26129108,2
17879,26129108,2
51242,26129108,3
19248,26129108,3
20122,26129108,3
52918,26129108,2
13372741,26129108,3
20837,26129108,1
26203222,26129108,3
22664,26129108,3
22720,26129108,1
26171775,26129108,3
26139874,26129108,3
24611,26129108,3
20492,26129108,3
25620,26129108,3
26432,26129108,3
26209464,26129108,3
15947,26129108,3
13400615,26129108,1
26187070,26129108,3
1658,26129107,3
2081,26129107,3
4614,26129107,3
5596,26129107,3
38435,26129107,3
38713,26129107,2
39711,26129107,2
13377232,26129107,3
13377692,26129107,2
13378485,26129107,3
9372,26129107,3
11243,26129107,3
11469,26129107,3
37507,26129107,3
12336,26129107,3
2200,26129107,3
13230,26129107,3
46906,26129107,2
13451755,26129107,3
17649,26129107,2
19075,26129107,3
13389209,26129107,3
20122,26129107,3
53424,26129107,2
22664,26129107,3
26196447,26129107,3
26206414,26129107,3
25066,26129107,3
27559,26129107,3
13400615,26129107,3
1361,26129106,2
3550,26129106,3
3743,26129106,3
37620,26129106,3
5596,26129106,2
13409035,26129106,3
9089,26129106,3
43464,26129106,3
13381457,26129106,3
13528,26129106,3
18017,26129106,1
19984,26129106,3
22305,26129106,3
26171775,26129106,3
24667,26129106,3
13399957,26129106,2
1658,26129104,2
4825,26129104,1
5793,26129104,2
13528,26129104,3
17649,26129104,3
20675,26129104,3
693,26129103,3
1658,26129103,3
2018,26129103,2
4825,26129103,3
40463,26129103,3
41186,26129103,1
9372,26129103,3
11069,26129103,1
12209,26129103,3
20134,26129103,2
52918,26129103,3
19984,26129103,3
33368,26129102,1
693,26129102,3
38396,26129102,3
1234,26129102,3
1619,26129102,2
1658,26129102,3
2234,26129102,3
3138,26129102,3
13373541,26129102,3
37003,26129102,3
26186240,26129102,3
26186409,26129102,2
37826,26129102,3
26154213,26129102,3
26252697,26129102,3
26220016,26129102,1
39711,26129102,2
40273,26129102,3
13377002,26129102,2
13377692,26129102,3
13377929,26129102,1
13378576,26129102,3
9372,26129102,3
13378905,26129102,3
9924,26129102,3
11077,26129102,2
13446150,26129102,1
11469,26129102,3
13381457,26129102,3
12236,26129102,2
13447368,26129102,3
26195006,26129102,2
13383149,26129102,3
47561,26129102,3
47832,26129102,1
26131338,26129102,3
13384738,26129102,2
13385426,26129102,3
13386400,26129102,1
13386622,26129102,2
26166171,26129102,3
17649,26129102,3
50791,26129102,2
50830,26129102,2
19036,26129102,1
13389016,26129102,2
20087,26129102,3
20122,26129102,3
52918,26129102,1
20837,26129102,2
26137576,26129102,1
21525,26129102,1
21961,26129102,3
22018,26129102,3
22538,26129102,3
26171775,26129102,3
23042,26129102,3
26139362,26129102,3
24132,26129102,1
13393526,26129102,2
28472,26129102,3
29990,26129102,3
30014,26129102,1
13400615,26129102,1
32195,26129102,2
32716,26129102,3
465,26129101,3
33368,26129101,3
33613,26129101,3
1361,26129101,1
1658,26129101,3
34695,26129101,3
2081,26129101,3
13374000,26129101,3
37765,26129101,3
5542,26129101,3
5596,26129101,3
38961,26129101,3
13375978,26129101,3
39711,26129101,2
40463,26129101,3
13377232,26129101,3
40815,26129101,2
13378576,26129101,2
9372,26129101,1
9476,26129101,3
42278,26129101,1
10425,26129101,2
11469,26129101,3
13381457,26129101,3
12700,26129101,2
26227595,26129101,2
13233,26129101,2
46906,26129101,3
47561,26129101,3
13384738,26129101,2
49881,26129101,3
50241,26129101,3
17649,26129101,1
13387193,26129101,3
50705,26129101,1
50791,26129101,2
50830,26129101,3
14039,26129101,3
52685,26129101,1
52918,26129101,3
20837,26129101,2
26139362,26129101,3
24132,26129101,3
24381,26129101,3
26140738,26129101,2
27088,26129101,3
28472,26129101,1
29766,26129101,3
30291,26129101,2
13400615,26129101,3
26180603,26129101,1
32195,26129101,3
32716,26129101,3
465,26129100,3
1361,26129100,1
1658,26129100,2
34695,26129100,3
2234,26129100,2
35111,26129100,3
37765,26129100,3
5023,26129100,1
37826,26129100,3
38232,26129100,3
40463,26129100,1
40784,26129100,2
26190742,26129100,1
9240,26129100,3
9372,26129100,3
42278,26129100,3
9667,26129100,2
44468,26129100,3
13381457,26129100,2
12236,26129100,3
26195006,26129100,1
13528,26129100,3
13448635,26129100,3
46906,26129100,3
47561,26129100,3
13384738,26129100,3
26197370,26129100,2
13385426,26129100,1
17649,26129100,2
26166855,26129100,1
50791,26129100,2
50830,26129100,2
52463,26129100,3
20087,26129100,3
52918,26129100,2
20800,26129100,2
20837,26129100,1
54146,26129100,2
26137576,26129100,2
19984,26129100,3
22016,26129100,3
22018,26129100,3
26171775,26129100,3
24132,26129100,3
28435,26129100,1
28472,26129100,3
28806,26129100,3
32716,26129100,3
975,26120829,3
1637,26120829,2
35583,26120829,3
4924,26120829,3
9372,26120829,1
8949,26151305,3
26229512,26151305,3
47994,26151305,3
13385810,26151305,3
26233058,26151305,3
26146679,26151305,3
13371378,26135457,3
13389532,26135457,1
24542,26135457,1
26184,26135457,3
1658,26121482,3
3019,26121482,3
5348,26121482,3
17649,26121482,3
27707,26121482,3
13400615,26121482,3
33767,10212968,2
13375000,10212968,3
7511,10212968,1
14849,10212968,3
13378134,10212968,1
52918,10212968,1
22305,10212968,3
22538,10212968,3
30,26121481,3
950,26121481,3
1658,26121481,3
2018,26121481,3
2145,26121481,3
34990,26121481,2
3408,26121481,3
4113,26121481,2
4164,26121481,3
4277,26121481,3
4818,26121481,3
4825,26121481,3
5348,26121481,3
5380,26121481,3
6543,26121481,3
7264,26121481,3
13378477,26121481,3
26191736,26121481,3
11035,26121481,2
13381457,26121481,3
2481,26121481,3
17292,26121481,1
13,26121486,3
1563,26121486,2
1658,26121486,2
2480,26121486,3
3948,26121486,3
4008,26121486,2
38961,26121486,2
6543,26121486,3
8467,26121486,3
9372,26121486,1
37507,26121486,3
12990,26121486,3
17649,26121486,2
26178992,26121486,3
159,26121487,2
533,26121487,3
33368,26121487,3
679,26121487,1
695,26121487,3
710,26121487,1
26215123,26121487,3
26182388,26121487,3
814,26121487,2
839,26121487,2
1068,26121487,3
1131,26121487,3
1185,26121487,3
1361,26121487,1
26215903,26121487,2
1509,26121487,3
1595,26121487,3
1658,26121487,2
1795,26121487,3
2018,26121487,2
2032,26121487,3
13371378,26121487,2
2104,26121487,3
2113,26121487,3
2122,26121487,3
2145,26121487,3
2182,26121487,3
2187,26121487,1
2251,26121487,3
2299,26121487,3
35111,26121487,2
2387,26121487,3
26217048,26121487,3
13372019,26121487,3
35446,26121487,3
2717,26121487,3
2749,26121487,2
26217240,26121487,3
35646,26121487,3
2933,26121487,3
35703,26121487,1
3138,26121487,3
13372559,26121487,3
3278,26121487,3
3408,26121487,1
3443,26121487,2
13372828,26121487,2
3701,26121487,3
4019,26121487,3
4088,26121487,3
4258,26121487,3
4277,26121487,1
4508,26121487,3
26120626,26121487,2
37354,26121487,3
4690,26121487,3
4691,26121487,2
37823,26121487,3
37846,26121487,2
26121207,26121487,3
26121236,26121487,2
37930,26121487,3
5171,26121487,3
13446676,26121487,3
26121426,26121487,2
5380,26121487,3
38181,26121487,3
5613,26121487,3
5645,26121487,3
6059,26121487,3
6114,26121487,3
38961,26121487,2
13375595,26121487,2
6387,26121487,1
26188045,26121487,2
6543,26121487,3
39450,26121487,3
39711,26121487,3
13376550,26121487,3
13442179,26121487,3
7314,26121487,2
13376700,26121487,3
13377002,26121487,3
7697,26121487,3
7767,26121487,3
7774,26121487,3
13377199,26121487,3
7892,26121487,2
7935,26121487,3
7961,26121487,3
8048,26121487,3
13377692,26121487,2
13377929,26121487,3
41501,26121487,1
8949,26121487,2
26190742,26121487,2
9240,26121487,3
9327,26121487,1
9372,26121487,1
9452,26121487,3
26223872,26121487,3
9476,26121487,3
9634,26121487,2
42599,26121487,1
10031,26121487,3
10165,26121487,2
13379843,26121487,2
10518,26121487,2
10633,26121487,2
10637,26121487,1
43465,26121487,3
10722,26121487,3
10797,26121487,3
43583,26121487,3
10831,26121487,1
10921,26121487,3
11077,26121487,3
11120,26121487,3
26225607,26121487,3
11234,26121487,3
11440,26121487,3
13380919,26121487,1
26193350,26121487,2
44677,26121487,3
12933,26121487,3
12101,26121487,1
12108,26121487,3
13381457,26121487,2
12389,26121487,1
12699,26121487,3
12700,26121487,3
13447997,26121487,3
13220,26121487,3
13382588,26121487,3
26195006,26121487,1
46248,26121487,3
13528,26121487,3
13970,26121487,3
13383364,26121487,3
14078,26121487,3
26195839,26121487,3
14405,26121487,3
26140346,26121487,2
14485,26121487,3
14728,26121487,1
47544,26121487,3
48105,26121487,3
40799,26121487,3
15889,26121487,3
13450774,26121487,3
16156,26121487,3
26197915,26121487,3
2751,26121487,3
16521,26121487,3
13386400,26121487,3
13386408,26121487,1
49881,26121487,3
26199055,26121487,3
50241,26121487,3
17488,26121487,1
50321,26121487,1
17649,26121487,2
13419799,26121487,1
50554,26121487,2
18016,26121487,2
18099,26121487,1
19036,26121487,3
3234,26121487,3
13389016,26121487,2
52640,26121487,3
19883,26121487,2
20135,26121487,1
52918,26121487,3
26202003,26121487,1
20531,26121487,2
53306,26121487,1
21017,26121487,3
13390580,26121487,3
26137576,26121487,3
21545,26121487,3
21731,26121487,3
3639,26121487,3
54667,26121487,1
22018,26121487,3
26171084,26121487,3
55193,26121487,3
22664,26121487,3
26171775,26121487,3
23027,26121487,3
23218,26121487,3
23253,26121487,3
24132,26121487,3
24137,26121487,3
24220,26121487,3
26229390,26121487,1
24542,26121487,3
24769,26121487,2
24783,26121487,3
24868,26121487,2
26125730,26121487,3
26206798,26121487,3
25446,26121487,1
25556,26121487,2
26084,26121487,3
15284,26121487,1
26184,26121487,1
9841,26121487,3
26438,26121487,3
26164238,26121487,3
26143160,26121487,3
27071,26121487,3
27435,26121487,3
13429686,26121487,3
27746,26121487,2
28001,26121487,3
13430205,26121487,1
28114,26121487,2
13397500,26121487,2
28498,26121487,3
28561,26121487,3
15145,26121487,2
29037,26121487,3
29042,26121487,2
13398428,26121487,2
29366,26121487,2
26145468,26121487,3
29874,26121487,3
30209,26121487,2
30222,26121487,1
30246,26121487,1
26244727,26121487,3
30338,26121487,3
30809,26121487,3
13400270,26121487,2
31997,26121487,3
13434719,26121487,3
34042,26121484,3
2403,26121484,3
26163052,26121484,3
39711,26121485,2
17757,26121485,2
53551,26121485,3
26129618,10212963,3
22305,10212963,3
22696,10212963,3
33767,10212964,3
1658,10212964,3
20134,10212964,3
26120138,26144013,3
9838,26144013,3
26194760,26144013,3
13233,26144013,3
2388,10211411,3
3335,10211411,3
4405,10211411,3
4739,10211411,2
5023,10211411,3
5120,10211411,3
6543,10211411,3
25226,10211411,1
31521,10211411,3
717,10213210,2
1658,10213210,3
26186712,10213210,3
6188,10213210,3
9439,10213210,3
10369,10213210,3
11292,10213210,3
13381775,10213210,3
2613,26134894,3
35529,26134894,3
13373711,26134894,3
37721,26134894,3
13377002,26134894,1
8949,26134894,3
12959,26134894,3
26195006,26134894,3
26229512,26134894,3
13384817,26134894,2
13386400,26134894,2
26199517,26134894,3
13389016,26134894,3
52918,26134894,3
29753,26134894,3
26146679,26134894,3
1632,26152012,3
6287,26152012,2
13441581,26152012,2
26190742,26152012,1
26191276,26152012,2
10327,26152012,2
13382201,26152012,2
13233,26152012,2
26227905,26152012,3
13384738,26152012,1
26198331,26152012,1
52917,26152012,3
20194,26152012,1
23038,26152012,3
26209649,26152012,2
26210582,26152012,3
41320,10212674,3
7096,10212674,2
7097,10212674,3
33402,26133067,1
13371378,26133067,3
39711,26133067,3
